no,productno ,colour,size,crossreference,description,brandid,brandname,brandlineid,brandlinename,img1,img2,img3,img4,img5,img6,composition,countryoforigin,genderid,gendername,ageclassid,ageclassname,seasonid,seasonname,seasonyear,productcategoryid,productcategoryname,productgroupcodeid,productgroupcodename,colorname,colorhex
071246232,50543945,001,34-34,4063547260487,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547260432_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547260432_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547260432_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547260432_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547260432_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547260432_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,BLACK,#000000
071245831,50506373,001,M,4063539826882,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063541364396_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063541364396_5.jpg,95% Cotton 5% Elastane, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071246008,50523917,002,L,4063547900345,BLUZË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547900642_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547900642_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547900642_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547900642_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547900642_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547900642_5.jpg,100% Cotton, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,BLACK,#000000
071246963,50547203,404,48,4063546900490,XHAKETË,7086,BOSS,143,BOSS CAMEL,http://91.187.98.69:8001/07/2615/Published/4063547851890_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547851890_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547851890_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547851890_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547851890_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547851890_5.jpg,85% Polyamide 15% Elastane, Bulgaria,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,DARK BLUE,#00008B
071246310,50498518,001,XXL,4063539097930,PULLOVER,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063539097893_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063539097893_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063539097893_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063539097893_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063539097893_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063539097893_5.jpg,89% Cotton 10% Polyester 1% Elastane, Tunisia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,109,Sweaters,BLACK,#000000
071249077,240795_ECM,ECRU,M,5608348745710,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dw2f2394f5/images/hi-res/252/54/240795_EC_1yf.jpg?sw=1920,,,,,,Lining: 100%Polyester / Int Comp 1: 100%Polyester / Ext Comp 1: 100%Polyurethane / Exterior: 100%Polyurethane,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071245843,50551139,100,XL,4063547297308,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063547297308_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_5.jpg,95% Cotton 5% Elastane, Peru,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071245858,50555161,342,30-34,4063548387466,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548387534_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_5.jpg,97% Cotton 3% Elastane, Pakistan,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,OPEN GREEN,#90EE90
071246328,50516914,404,XXL,4063541876967,PULLOVER,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063541876936_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063541876936_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063541876936_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063541876936_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063541876936_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063541876936_5.jpg,100% Cotton, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,109,Sweaters,DARK BLUE,#00008B
071249089,239742_MMU,METALLIC MULTICOLOR,U,5608348730761,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/dw/image/v2/BBKR_PRD/on/demandware.static/-/Sites-parfois-master-catalog/default/dw07a6fbcf/images/hi-res/252/52/239742_MM_1yf.jpg?sw=1920,,,,,,"Body: 50%Thermoplastic Polyurethane, 50%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071246019,50543945,245,32-32,4063548079231,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548079231_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548079231_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,,
071247011,50551567,473,50,4063548328537,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548328568_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548328568_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548328568_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548328568_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548328568_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548328568_5.jpg,100% Virgin wool, Bulgaria,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,,
071239525,237582_DPS,DARK PINK,S,5608348699334,Portofol,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/travel-bags/nylon-necessaire-with-texture/237582.html?dwvar_237582_color=_DP,,,,,,"Lining: 100%Polyester / Exterior: 80%Polyester, 20%Thermoplastic Polyurethane",Myanmar,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,302,Wallets,,
071245864,50555161,342,35-32,4063548387619,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548387534_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548387534_5.jpg,97% Cotton 3% Elastane, Pakistan,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,OPEN GREEN,#90EE90
071246051,50554093,244,M,4063547782934,MAICË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547782934_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547782934_5.jpg,90% Cotton 10% Silk, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,,
071246113,50506193,358,XXL,4063547825846,MAICË POLO,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063547825846_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547825846_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547825846_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547825846_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547825846_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547825846_5.jpg,92% Cotton 8% Elastane, Peru,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,,
071245903,50550639,058,L,4063548126201,BLUZË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548126201_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548126201_5.jpg,70% Lyocell 30% Wool, Portugal,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,,
071247027,50548662,001,L,4063548071020,XHAKETË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063546893624_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546893624_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546893624_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546893624_4.jpg,,,100% Polyester, Vietnam,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,BLACK,#000000
071244573,239216_GDU,GOLD,U,5608348722971,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/earrings-with-multi-hoop-effect/239216.html?dwvar_239216_color=_GD,,,,,,"Body: 20%Acrylic, 60%Brass, 20%Zirconium",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071244611,240057_HMU,HALFTONE MULTICOLOR,U,5608348735247,Byzylykë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/bracelets/elastic-bracelet-with-multicolor-beads/240057.html?dwvar_240057_color=_HM,,,,,,"Body: 90%Acrylic, 10%Elastane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071244570,238835_BNL,BROWN,L,5608348718028,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/laptop-bags/laptop-bag-with-pendant/238835.html?dwvar_238835_color=_BN,,,,,,"Lining: 95%Polyester, 5%Polyurethane / Ext Comp 1: 50%Cow Leather, 50%Polyurethane / Int Comp 1: 100%Polyester / Exterior: 100%Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071247080,238691_BKS,BLACK,S,5608348716574,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/handbags/tote-bag-with-buckle/238691.html?dwvar_238691_color=_BK,,,,,,Lining: 100%Polyester / Exterior: 100%Polyurethane,Myanmar,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071239552,233310_BUS,BURGUNDY,S,5608348653732,Çantë dore,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/bags/crossbody-bags/crossbody-bag-with-exterior-pocket/233310.html?dwvar_233310_color=_BU,,,,,,"Lining: 45%Cotton, 45%Polyester, 10%Polyurethane / Exterior: 100%Polyurethane",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,,
071246088,50554862,001,S,4063548401339,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063548401322_1.jpg,,,,,,100% Cotton, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071244679,237492_HMU,HALFTONE MULTICOLOR,U,5608348697941,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/long-earrings-with-stones/237492.html?dwvar_237492_color=_HM,,,,,,"Body: 5%Iron, 45%Stone, 50%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071246396,50520415,270,80B,4063543139114,TË BRENDSHME  PËR FEMRA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543139145_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543139145_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543139145_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543139145_4.jpg,,,53% Cotton 35% Modal 12% Elastane, Sri Lanka,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,122,Lingerie,LIGHT BEIGE,#F2EAD3
071246100,50549602,001,XXL,4063548250586,MAICË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063548250586_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250586_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250586_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250586_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250586_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548250586_5.jpg,100% Cotton, Pakistan,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071235927,50542689,410,34,4063547122044,Pantallona,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063546699509_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063546699509_5.jpg,99% Pambukë (5% i ricikluar) 1% Elastanë, Pakistan,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,NAVY,#000080
071242608,710704319168,NATURAL,L,3616853781231,MAICE POLO,7025,POLO RALPH,7025,POLO RALPH,https://modivo.it/p/polo-ralph-lauren-polo-710704319166-verde-custom-slim-fit-0000305442154,,,,,,100% COTTON,VN,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,,
071239618,239317_MMU,METALLIC MULTICOLOR,U,5608348724005,Orë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/watches/stainless-steel-mesh-watch/239317.html?dwvar_239317_color=_MM,,,,,,"DISPLAY: 100%Crystal Glass / Bracelet: 100%Stainless Steel / Caseback: 100%Stainless Steel / Case: 5%Aluminium, 95%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,308,Watches,,
071246096,50546329,416,30-32,4063547911358,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547910450_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547910450_5.jpg,95% Cotton 4% Polyester 1% Elastane, Egypt,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,,
071245902,50549508,408,36-32,4063548107101,XHINSE,7086,BOSS,130,BOSS ORANGE,http://91.187.98.69:8001/07/2615/Published/4063548106364_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063548106364_5.jpg,82% Cotton 16% Polyester 2% Elastane, Egypt,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,DARK BLUE,#00008B
071246242,50543945,294,34-34,4063547263297,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063547263389_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547263389_5.jpg,60% Cotton 33% Polyamide (recycled) 7% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,104,Trousers,OPEN BEIGE,#F5F5DC
071244598,238306_YLS,YELLOW,S,5608348711029,Xhup,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/sweatshirts/light-jacket-with-pockets/238306.html?dwvar_238306_color=_YL,,,,,,"Body: 19%Cotton, 7%Elastane, 20%Modal, 54%Polyester / Lining: 100%Polyester",China,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,114,Sweatshirts,,
071239535,232953_ECM-L,ECRU,M-L,5608348644549,Këmishë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/clothing/shirts/multicolour-topstitch-shirt-100-cotton/232953.html?dwvar_232953_color=_EC,,,,,,Body: 100%Cotton,India,2,female,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,,
071244648,239947_RDU,RED,U,5608348733595,Byzylykë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/bracelets/maxi-square-bracelet-with-stone-effect/239947.html?dwvar_239947_color=_RD,,,,,,Body: 100%Acrylic,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071239671,239246_MMU,METALLIC MULTICOLOR,U,5608348723374,Orë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/watches/two-tone-mesh-watch-/239246.html?dwvar_239246_color=_MM,,,,,,"DISPLAY: 100%Crystal Glass / Bracelet: 100%Stainless Steel / Caseback: 100%Stainless Steel / Case: 5%Aluminium, 95%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,308,Watches,,
071246277,50494980,030,M,4063546883809,MAICË POLO,7086,BOSS,143,BOSS CAMEL,http://91.187.98.69:8001/07/2615/Published/4063547817902_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547817902_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547817902_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547817902_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547817902_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547817902_5.jpg,100% Cotton, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,MEDIUM GREY,#808080
071246116,50543070,002,S,4063547919576,TRENERKA,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063546907321_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063546907321_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063546907321_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063546907321_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063546907321_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063546907321_5.jpg,62% Cotton 33% Polyester 5% Elastane, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,135,Fleece Pants,BLACK,#000000
071247116,231040_LLM,LILAC,M,5608348696210,Shall,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/accessories/scarves/wool-blended-pashmina/231040.html?dwvar_231040_color=_LL,,,,,,"Body: 80%Polyester, 20%WOOL",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,306,Scarves,,
071244684,238641_HMU,HALFTONE MULTICOLOR,U,5608348715881,Byzylykë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/bracelets/wide-open-bracelet-with-stone-effect-details/238641.html?dwvar_238641_color=_HM,,,,,,"Body: 50%Steel, 20%Thermoplastic Polyurethane, 30%Zinc",China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,,
071246426,50528300,030,M,4063544676380,PULLOVER,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063544676403_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063544676403_5.jpg,100% Virgin wool, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,109,Sweaters,MEDIUM GREY,#808080
071244723,233204_GDU,GOLD,U,5608348647892,Vathë,7030,PARFOIS,7030,PARFOIS,https://www.parfois.com/en/si/jewellery/earrings/oval-earrings-with-embossed/233204.html?dwvar_233204_color=_GD,,,,,,Body: 100%Brass,China,2,female,8,Adult,2,Fall/Winter,2025,3,Accessories,307,Jewelry,GOLD,#FFD700
071245842,50551139,100,S,4063547297292,MAICË,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063547297308_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547297308_5.jpg,95% Cotton 5% Elastane, Peru,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,BLACK,#000000
071242671,710968888003,BEIGE/KHAKI,L,3616853312428,XHAKETE,7025,POLO RALPH,7025,POLO RALPH,https://www.fernerjacobsen.no/herre-1/jakker/hostjakker/cldn-shkt-insulated-shirt-jacket-classic-stone?srsltid=AfmBOooD05VJDn97-Bf_yGvM8uooSUEIk6hrDVWhBuEg4cMZuwVthHx7,,,,,,100% POLYESTER (RECYCLED),VN,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,107,Jackets,,
071245872,50543859,131,S,4063547938591,DUKS,7086,BOSS,106,BOSS GREEN,http://91.187.98.69:8001/07/2615/Published/4063547938317_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063547938317_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063547938317_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063547938317_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063547938317_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063547938317_5.jpg,77% Cotton 23% Polyester, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,114,Sweatshirts,,
071245826,50520851,017,35-34,4063543483392,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543483439_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543483439_5.jpg,92% Cotton 6% Elastomultiester 2% Elastane, Tunisia,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,105,Jeans,,
